spotify_id,name,followers,popularity,genres,chart_hits
5f7VJjfbwm532GiveGC0ZK,Lil Baby,11530234,89,"['atl hip hop', 'atl trap', 'rap', 'trap']","['us (62)', 'gb (16)', 'au (6)', 'at (3)', 'be (6)', 'bg (14)', 'ca (51)', 'cy (10)', 'cz (3)', 'dk (5)', 'do (1)', 'ee (4)', 'fi (3)', 'fr (2)', 'de (3)', 'gr (11)', 'hn (1)', 'hk (2)', 'hu (4)', 'is (20)', 'ie (7)', 'il (4)', 'lv (7)', 'lt (10)', 'lu (16)', 'mt (11)', 'ma (4)', 'nl (5)', 'nz (5)', 'no (8)', 'pa (1)', 'pt (6)', 'ro (13)', 'sa (3)', 'sg (1)', 'sk (4)', 'za (13)', 'se (3)', 'ch (8)', 'tw (2)', 'th (1)', 'ae (7)']"
4MCBfE4596Uoi2O4DtmEMz,Juice WRLD,25584443,89,"['chicago rap', 'melodic rap']","['us (80)', 'gb (50)', 'ar (1)', 'au (48)', 'at (41)', 'be (36)', 'bo (2)', 'br (1)', 'bg (41)', 'ca (69)', 'cl (1)', 'co (1)', 'cr (5)', 'cy (38)', 'cz (26)', 'dk (38)', 'do (4)', 'ec (2)', 'eg (18)', 'sv (2)', 'ee (46)', 'fi (42)', 'fr (5)', 'de (36)', 'gr (31)', 'gt (2)', 'hn (5)', 'hk (20)', 'hu (41)', 'is (48)', 'in (11)', 'id (2)', 'ie (47)', 'il (26)', 'it (5)', 'jp (4)', 'lv (46)', 'lt (39)', 'lu (47)', 'my (13)', 'mt (13)', 'mx (1)', 'ma (11)', 'nl (41)', 'nz (45)', 'ni (2)', 'no (43)', 'pa (7)', 'py (2)', 'pe (1)', 'ph (7)', 'pl (7)', 'pt (29)', 'ro (41)', 'ru (11)', 'sa (26)', 'sg (17)', 'sk (38)', 'za (43)', 'kr (4)', 'es (1)', 'se (32)', 'ch (31)', 'tw (17)', 'th (9)', 'tr (1)', 'ua (12)', 'ae (35)', 'uy (1)', 'vn (6)']"
246dkjvS1zLTtiykXe5h60,Post Malone,38085069,89,"['dfw rap', 'melodic rap', 'rap']","['us (65)', 'gb (57)', 'ar (7)', 'au (54)', 'at (45)', 'be (43)', 'bo (16)', 'br (16)', 'bg (45)', 'ca (62)', 'cl (6)', 'co (9)', 'cr (25)', 'cy (44)', 'cz (45)', 'dk (55)', 'do (22)', 'ec (8)', 'eg (25)', 'sv (22)', 'ee (48)', 'fi (50)', 'fr (27)', 'de (45)', 'gr (44)', 'gt (21)', 'hn (24)', 'hk (38)', 'hu (48)', 'is (58)', 'in (19)', 'id (17)', 'ie (52)', 'il (36)', 'it (33)', 'jp (14)', 'lv (46)', 'lt (46)', 'lu (48)', 'my (41)', 'mt (42)', 'mx (12)', 'ma (17)', 'nl (51)', 'nz (54)', 'ni (15)', 'no (55)', 'pa (27)', 'py (11)', 'pe (5)', 'ph (24)', 'pl (34)', 'pt (49)', 'ro (45)', 'ru (3)', 'sa (21)', 'sg (39)', 'sk (54)', 'za (36)', 'kr (17)', 'es (15)', 'se (51)', 'ch (46)', 'tw (27)', 'th (24)', 'tr (15)', 'ua (4)', 'ae (32)', 'uy (7)', 'vn (14)']"
1mcTU81TzQhprhouKaTkpq,Rauw Alejandro,13643957,89,"['puerto rican pop', 'trap latino']","['us (3)', 'ar (29)', 'at (1)', 'be (1)', 'bo (30)', 'bg (1)', 'ca (1)', 'cl (39)', 'co (26)', 'cr (26)', 'cy (1)', 'dk (1)', 'do (49)', 'ec (30)', 'sv (28)', 'ee (1)', 'fi (1)', 'fr (1)', 'de (1)', 'gt (25)', 'hn (29)', 'hk (1)', 'hu (1)', 'ie (1)', 'il (1)', 'it (2)', 'lv (1)', 'lt (1)', 'lu (2)', 'my (1)', 'mt (1)', 'mx (22)', 'ma (1)', 'nl (1)', 'ni (24)', 'no (1)', 'pa (40)', 'py (32)', 'pe (29)', 'ph (1)', 'pt (3)', 'ro (1)', 'sa (2)', 'sg (1)', 'sk (1)', 'kr (1)', 'es (41)', 'se (1)', 'ch (4)', 'tw (1)', 'th (1)', 'ae (2)', 'uy (30)', 'ad (6)']"
6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,36163788,88,"['dance pop', 'pop', 'uk pop']","['us (17)', 'gb (25)', 'ar (18)', 'au (20)', 'at (14)', 'be (23)', 'bo (10)', 'br (18)', 'bg (24)', 'ca (19)', 'cl (16)', 'co (18)', 'cr (18)', 'cy (21)', 'cz (17)', 'dk (17)', 'do (9)', 'ec (9)', 'eg (13)', 'sv (19)', 'ee (24)', 'fi (22)', 'fr (12)', 'de (14)', 'gr (22)', 'gt (12)', 'hn (18)', 'hk (19)', 'hu (24)', 'is (12)', 'in (6)', 'id (13)', 'ie (24)', 'il (12)', 'it (11)', 'jp (9)', 'lv (18)', 'lt (24)', 'lu (20)', 'my (16)', 'mt (20)', 'mx (18)', 'ma (6)', 'nl (20)', 'nz (19)', 'ni (18)', 'no (16)', 'pa (15)', 'py (9)', 'pe (16)', 'ph (18)', 'pl (23)', 'pt (21)', 'ro (18)', 'ru (6)', 'sa (10)', 'sg (21)', 'sk (23)', 'za (5)', 'kr (6)', 'es (18)', 'se (14)', 'ch (14)', 'tw (18)', 'th (11)', 'tr (12)', 'ua (6)', 'ae (15)', 'uy (15)', 'vn (19)']"
6vWDO969PvNqNYHIOW5v0m,Beyoncé,32087569,88,"['dance pop', 'pop', 'r&b']","['us (31)', 'gb (34)', 'ar (2)', 'au (27)', 'at (5)', 'be (25)', 'bo (1)', 'br (32)', 'bg (17)', 'ca (25)', 'cl (2)', 'co (2)', 'cr (3)', 'cy (14)', 'cz (6)', 'dk (13)', 'do (7)', 'ec (2)', 'eg (1)', 'sv (2)', 'ee (16)', 'fi (7)', 'fr (13)', 'de (6)', 'gr (9)', 'gt (2)', 'hn (2)', 'hk (7)', 'hu (9)', 'is (35)', 'in (1)', 'id (2)', 'ie (37)', 'il (10)', 'it (4)', 'lv (13)', 'lt (19)', 'lu (15)', 'my (7)', 'mt (9)', 'mx (2)', 'ma (2)', 'nl (23)', 'nz (24)', 'ni (1)', 'no (16)', 'pa (5)', 'py (2)', 'pe (2)', 'ph (10)', 'pl (11)', 'pt (24)', 'ro (5)', 'sa (2)', 'sg (10)', 'sk (8)', 'za (26)', 'kr (5)', 'es (4)', 'se (17)', 'ch (13)', 'tw (11)', 'th (2)', 'tr (6)', 'ae (13)', 'uy (2)', 'vn (2)']"
2LRoIwlKmHjgvigdNGBHNo,Feid,2118853,88,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino']","['ar (7)', 'bo (15)', 'cl (21)', 'co (65)', 'cr (17)', 'do (15)', 'ec (26)', 'sv (13)', 'gt (14)', 'hn (12)', 'mx (7)', 'ni (8)', 'pa (23)', 'py (14)', 'pe (17)', 'pt (2)', 'es (18)', 'ch (2)', 'uy (18)', 'ad (1)']"
53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,41751320,88,"['modern rock', 'rock']","['us (29)', 'gb (25)', 'ar (14)', 'au (18)', 'at (29)', 'be (24)', 'bo (18)', 'br (23)', 'bg (30)', 'ca (30)', 'cl (13)', 'co (15)', 'cr (18)', 'cy (17)', 'cz (53)', 'dk (19)', 'do (13)', 'ec (14)', 'eg (15)', 'sv (18)', 'ee (50)', 'fi (25)', 'fr (21)', 'de (26)', 'gr (22)', 'gt (18)', 'hn (16)', 'hk (31)', 'hu (45)', 'is (17)', 'in (5)', 'id (10)', 'ie (22)', 'il (13)', 'it (31)', 'jp (3)', 'lv (57)', 'lt (45)', 'lu (25)', 'my (22)', 'mt (24)', 'mx (21)', 'ma (3)', 'nl (28)', 'nz (20)', 'ni (14)', 'no (28)', 'pa (19)', 'py (19)', 'pe (11)', 'ph (16)', 'pl (43)', 'pt (45)', 'ro (14)', 'ru (8)', 'sa (14)', 'sg (26)', 'sk (48)', 'za (8)', 'kr (7)', 'es (20)', 'se (24)', 'ch (38)', 'tw (32)', 'th (14)', 'tr (20)', 'ua (11)', 'ae (7)', 'uy (13)', 'vn (12)', 'ad (1)']"
4gzpq5DPGxSnKTe4SA8HAU,Coldplay,38371125,88,"['permanent wave', 'pop']","['us (18)', 'gb (29)', 'ar (18)', 'au (16)', 'at (17)', 'be (23)', 'bo (11)', 'br (17)', 'bg (14)', 'ca (20)', 'cl (18)', 'co (13)', 'cr (32)', 'cy (12)', 'cz (23)', 'dk (17)', 'do (15)', 'ec (10)', 'eg (10)', 'sv (14)', 'ee (29)', 'fi (22)', 'fr (12)', 'de (14)', 'gr (18)', 'gt (12)', 'hn (14)', 'hk (29)', 'hu (19)', 'is (18)', 'in (3)', 'id (20)', 'ie (28)', 'il (6)', 'it (28)', 'jp (3)', 'lv (33)', 'lt (36)', 'lu (17)', 'my (26)', 'mt (26)', 'mx (17)', 'ma (2)', 'nl (35)', 'nz (14)', 'ni (10)', 'no (24)', 'pa (13)', 'py (14)', 'pe (24)', 'ph (21)', 'pl (24)', 'pt (30)', 'ro (5)', 'ru (1)', 'sa (5)', 'sg (42)', 'sk (22)', 'za (4)', 'kr (9)', 'es (21)', 'se (22)', 'ch (30)', 'tw (48)', 'th (8)', 'tr (16)', 'ua (2)', 'ae (14)', 'uy (12)', 'vn (8)']"
2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,21389956,88,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']","['us (65)', 'gb (62)', 'ar (2)', 'au (64)', 'at (40)', 'be (61)', 'bo (3)', 'br (16)', 'bg (46)', 'ca (64)', 'cl (3)', 'co (5)', 'cr (17)', 'cy (36)', 'cz (27)', 'dk (54)', 'do (12)', 'ec (2)', 'eg (13)', 'sv (5)', 'ee (48)', 'fi (42)', 'fr (41)', 'de (47)', 'gr (39)', 'gt (3)', 'hn (7)', 'hk (20)', 'hu (33)', 'is (52)', 'in (2)', 'id (6)', 'ie (64)', 'il (22)', 'it (28)', 'jp (4)', 'lv (50)', 'lt (47)', 'lu (39)', 'my (21)', 'mt (21)', 'mx (5)', 'ma (19)', 'nl (58)', 'nz (64)', 'ni (5)', 'no (50)', 'pa (12)', 'py (4)', 'pe (2)', 'ph (16)', 'pl (42)', 'pt (65)', 'ro (22)', 'sa (16)', 'sg (25)', 'sk (40)', 'za (25)', 'kr (18)', 'es (7)', 'se (41)', 'ch (57)', 'tw (16)', 'th (6)', 'tr (14)', 'ua (2)', 'ae (21)', 'uy (3)', 'vn (2)']"
5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,21779281,88,"['dance pop', 'pop']","['us (26)', 'gb (20)', 'ar (8)', 'au (20)', 'at (12)', 'be (11)', 'bo (8)', 'br (9)', 'bg (19)', 'ca (22)', 'cl (8)', 'co (8)', 'cr (10)', 'cy (14)', 'cz (12)', 'dk (11)', 'do (10)', 'ec (6)', 'eg (10)', 'sv (9)', 'ee (14)', 'fi (13)', 'fr (9)', 'de (11)', 'gr (13)', 'gt (5)', 'hn (10)', 'hk (11)', 'hu (13)', 'is (14)', 'in (9)', 'id (9)', 'ie (15)', 'il (12)', 'it (7)', 'jp (5)', 'lv (15)', 'lt (15)', 'lu (14)', 'my (14)', 'mt (6)', 'mx (7)', 'ma (10)', 'nl (11)', 'nz (18)', 'ni (9)', 'no (14)', 'pa (11)', 'py (6)', 'pe (9)', 'ph (13)', 'pl (10)', 'pt (13)', 'ro (15)', 'ru (9)', 'sa (14)', 'sg (14)', 'sk (12)', 'za (21)', 'kr (10)', 'es (6)', 'se (9)', 'ch (12)', 'tw (8)', 'th (11)', 'tr (8)', 'ua (7)', 'ae (14)', 'uy (8)', 'vn (11)']"
1RyvyyTE3xzB2ZywiAwp0i,Future,12110689,88,"['atl hip hop', 'rap', 'southern hip hop', 'trap']","['us (158)', 'gb (21)', 'ar (2)', 'au (14)', 'at (11)', 'be (11)', 'bo (4)', 'br (3)', 'bg (44)', 'ca (83)', 'cl (1)', 'co (3)', 'cr (4)', 'cy (18)', 'cz (5)', 'dk (14)', 'do (5)', 'ec (1)', 'eg (3)', 'sv (4)', 'ee (14)', 'fi (11)', 'fr (4)', 'de (13)', 'gr (30)', 'gt (3)', 'hn (4)', 'hk (5)', 'hu (10)', 'is (48)', 'in (1)', 'id (4)', 'ie (11)', 'il (6)', 'it (5)', 'jp (2)', 'lv (17)', 'lt (18)', 'lu (34)', 'my (4)', 'mt (12)', 'mx (2)', 'ma (12)', 'nl (10)', 'nz (14)', 'ni (3)', 'no (14)', 'pa (4)', 'py (2)', 'ph (4)', 'pl (5)', 'pt (12)', 'ro (26)', 'ru (1)', 'sa (9)', 'sg (4)', 'sk (17)', 'za (28)', 'kr (1)', 'es (4)', 'se (11)', 'ch (28)', 'tw (4)', 'th (1)', 'tr (4)', 'ua (1)', 'ae (15)', 'uy (2)', 'vn (1)']"
66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,83045090,88,"['dance pop', 'pop']","['us (81)', 'gb (69)', 'ar (36)', 'au (70)', 'at (43)', 'be (61)', 'bo (25)', 'br (57)', 'bg (77)', 'ca (80)', 'cl (29)', 'co (34)', 'cr (53)', 'cy (57)', 'cz (41)', 'dk (44)', 'do (51)', 'ec (25)', 'eg (11)', 'sv (40)', 'ee (62)', 'fi (47)', 'fr (36)', 'de (41)', 'gr (80)', 'gt (29)', 'hn (37)', 'hk (72)', 'hu (62)', 'is (61)', 'in (13)', 'id (38)', 'ie (70)', 'il (43)', 'it (44)', 'jp (40)', 'lv (52)', 'lt (69)', 'lu (51)', 'my (73)', 'mt (52)', 'mx (35)', 'ma (12)', 'nl (70)', 'nz (67)', 'ni (39)', 'no (44)', 'pa (43)', 'py (24)', 'pe (32)', 'ph (81)', 'pl (75)', 'pt (73)', 'ro (53)', 'ru (7)', 'sa (23)', 'sg (75)', 'sk (63)', 'za (17)', 'kr (11)', 'es (36)', 'se (46)', 'ch (50)', 'tw (55)', 'th (39)', 'tr (26)', 'ua (10)', 'ae (27)', 'uy (37)', 'vn (50)', 'ad (3)']"
1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,24692289,88,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']","['us (16)', 'gb (26)', 'ar (21)', 'au (22)', 'at (29)', 'be (30)', 'bo (16)', 'br (19)', 'bg (24)', 'ca (23)', 'cl (16)', 'co (18)', 'cr (13)', 'cy (19)', 'cz (26)', 'dk (25)', 'do (12)', 'ec (15)', 'eg (2)', 'sv (16)', 'ee (30)', 'fi (43)', 'fr (37)', 'de (40)', 'gr (22)', 'gt (14)', 'hn (13)', 'hk (20)', 'hu (29)', 'is (13)', 'in (1)', 'id (9)', 'ie (26)', 'il (8)', 'it (25)', 'jp (5)', 'lv (25)', 'lt (28)', 'lu (31)', 'my (20)', 'mt (21)', 'mx (21)', 'ma (2)', 'nl (24)', 'nz (19)', 'ni (10)', 'no (41)', 'pa (17)', 'py (15)', 'pe (17)', 'ph (17)', 'pl (24)', 'pt (20)', 'ro (10)', 'sa (2)', 'sg (21)', 'sk (25)', 'za (2)', 'kr (3)', 'es (24)', 'se (33)', 'ch (39)', 'tw (24)', 'th (7)', 'tr (16)', 'ua (1)', 'ae (3)', 'uy (18)', 'vn (8)', 'ad (2)']"
